,id,date,date_id,hour,day,month,year,weekday,temp_C,dew_point_temp_C,rel hum_%,wind Speed_km/h,visibility_km,press_kPa,weather_Id,weather_type
0,2012-01-01 00:00:00,2012-01-01 00:00:00,0,0,1,1,2012,,-1.8,-3.9,86,4,8.0,101.24,0,Fog
1,2012-01-01 01:00:00,2012-01-01 01:00:00,1,1,1,1,2012,,-1.8,-3.7,87,4,8.0,101.24,1,Fog
2,2012-01-01 02:00:00,2012-01-01 02:00:00,2,2,1,1,2012,,-1.8,-3.4,89,7,4.0,101.26,2,"Freezing Drizzle,Fog"
3,2012-01-01 03:00:00,2012-01-01 03:00:00,3,3,1,1,2012,,-1.5,-3.2,88,6,4.0,101.27,3,"Freezing Drizzle,Fog"
4,2012-01-01 04:00:00,2012-01-01 04:00:00,4,4,1,1,2012,,-1.5,-3.3,88,7,4.8,101.23,4,Fog
5,2012-01-01 05:00:00,2012-01-01 05:00:00,5,5,1,1,2012,,-1.4,-3.3,87,9,6.4,101.27,5,Fog
6,2012-01-01 06:00:00,2012-01-01 06:00:00,6,6,1,1,2012,,-1.5,-3.1,89,7,6.4,101.29,6,Fog
7,2012-01-01 07:00:00,2012-01-01 07:00:00,7,7,1,1,2012,,-1.4,-3.6,85,7,8.0,101.26,7,Fog
8,2012-01-01 08:00:00,2012-01-01 08:00:00,8,8,1,1,2012,,-1.4,-3.6,85,9,8.0,101.23,8,Fog
9,2012-01-01 09:00:00,2012-01-01 09:00:00,9,9,1,1,2012,,-1.3,-3.1,88,15,4.0,101.2,9,Fog
10,2012-01-01 10:00:00,2012-01-01 10:00:00,10,10,1,1,2012,,-1.0,-2.3,91,9,1.2,101.15,10,Fog
11,2012-01-01 11:00:00,2012-01-01 11:00:00,11,11,1,1,2012,,-0.5,-2.1,89,7,4.0,100.98,11,Fog
12,2012-01-01 12:00:00,2012-01-01 12:00:00,12,12,1,1,2012,,-0.2,-2.0,88,9,4.8,100.79,12,Fog
13,2012-01-01 13:00:00,2012-01-01 13:00:00,13,13,1,1,2012,,0.2,-1.7,87,13,4.8,100.58,13,Fog
14,2012-01-01 14:00:00,2012-01-01 14:00:00,14,14,1,1,2012,,0.8,-1.1,87,20,4.8,100.31,14,Fog
15,2012-01-01 15:00:00,2012-01-01 15:00:00,15,15,1,1,2012,,1.8,-0.4,85,22,6.4,100.07,15,Fog
16,2012-01-01 16:00:00,2012-01-01 16:00:00,16,16,1,1,2012,,2.6,-0.2,82,13,12.9,99.93,16,Mostly Cloudy
17,2012-01-01 17:00:00,2012-01-01 17:00:00,17,17,1,1,2012,,3.0,0.0,81,13,16.1,99.81,17,Cloudy
18,2012-01-01 18:00:00,2012-01-01 18:00:00,18,18,1,1,2012,,3.8,1.0,82,15,12.9,99.74,18,Rain
19,2012-01-01 19:00:00,2012-01-01 19:00:00,19,19,1,1,2012,,3.1,1.3,88,15,12.9,99.68,19,Rain
20,2012-01-01 20:00:00,2012-01-01 20:00:00,20,20,1,1,2012,,3.2,1.3,87,19,25.0,99.5,20,Cloudy
21,2012-01-01 21:00:00,2012-01-01 21:00:00,21,21,1,1,2012,,4.0,1.7,85,20,25.0,99.39,21,Cloudy
22,2012-01-01 22:00:00,2012-01-01 22:00:00,22,22,1,1,2012,,4.4,1.9,84,24,19.3,99.32,22,Rain Showers
23,2012-01-01 23:00:00,2012-01-01 23:00:00,23,23,1,1,2012,,5.3,2.0,79,30,25.0,99.31,23,Cloudy
24,2012-01-02 00:00:00,2012-01-02 00:00:00,24,0,2,1,2012,,5.2,1.5,77,35,25.0,99.26,24,Rain Showers
25,2012-01-02 01:00:00,2012-01-02 01:00:00,25,1,2,1,2012,,4.6,0.0,72,39,25.0,99.26,25,Cloudy
26,2012-01-02 02:00:00,2012-01-02 02:00:00,26,2,2,1,2012,,3.9,-0.9,71,32,25.0,99.26,26,Mostly Cloudy
27,2012-01-02 03:00:00,2012-01-02 03:00:00,27,3,2,1,2012,,3.7,-1.5,69,33,25.0,99.3,27,Mostly Cloudy
28,2012-01-02 04:00:00,2012-01-02 04:00:00,28,4,2,1,2012,,2.9,-2.3,69,32,25.0,99.26,28,Mostly Cloudy
29,2012-01-02 05:00:00,2012-01-02 05:00:00,29,5,2,1,2012,,2.6,-2.3,70,32,25.0,99.21,29,Mostly Cloudy
30,2012-01-02 06:00:00,2012-01-02 06:00:00,30,6,2,1,2012,,2.3,-2.6,70,26,25.0,99.18,30,Mostly Cloudy
31,2012-01-02 07:00:00,2012-01-02 07:00:00,31,7,2,1,2012,,2.0,-2.9,70,33,25.0,99.14,31,Mostly Cloudy
32,2012-01-02 08:00:00,2012-01-02 08:00:00,32,8,2,1,2012,,1.9,-3.3,68,39,24.1,99.14,32,Mostly Cloudy
33,2012-01-02 09:00:00,2012-01-02 09:00:00,33,9,2,1,2012,,1.8,-3.7,67,44,24.1,99.14,33,Mostly Cloudy
34,2012-01-02 10:00:00,2012-01-02 10:00:00,34,10,2,1,2012,,1.5,-4.1,66,43,24.1,99.18,34,Mostly Cloudy
35,2012-01-02 11:00:00,2012-01-02 11:00:00,35,11,2,1,2012,,2.2,-3.5,66,30,24.1,99.19,35,Mostly Cloudy
36,2012-01-02 12:00:00,2012-01-02 12:00:00,36,12,2,1,2012,,1.7,-6.2,56,48,24.1,99.21,36,Mainly Clear
37,2012-01-02 13:00:00,2012-01-02 13:00:00,37,13,2,1,2012,,1.1,-6.5,57,37,24.1,99.27,37,Mostly Cloudy
38,2012-01-02 14:00:00,2012-01-02 14:00:00,38,14,2,1,2012,,1.1,-6.8,56,33,24.1,99.33,38,Mostly Cloudy
39,2012-01-02 15:00:00,2012-01-02 15:00:00,39,15,2,1,2012,,0.0,-7.0,59,33,24.1,99.41,39,Mostly Cloudy
40,2012-01-02 16:00:00,2012-01-02 16:00:00,40,16,2,1,2012,,-0.7,-8.7,55,24,24.1,99.5,40,Mostly Cloudy
41,2012-01-02 17:00:00,2012-01-02 17:00:00,41,17,2,1,2012,,-2.1,-9.5,57,22,25.0,99.66,41,Snow Showers
42,2012-01-02 18:00:00,2012-01-02 18:00:00,42,18,2,1,2012,,-4.1,-11.4,57,28,25.0,99.86,42,Mostly Cloudy
43,2012-01-02 19:00:00,2012-01-02 19:00:00,43,19,2,1,2012,,-4.8,-12.1,57,24,25.0,100.0,43,Mostly Cloudy
44,2012-01-02 20:00:00,2012-01-02 20:00:00,44,20,2,1,2012,,-5.6,-13.4,54,24,25.0,100.07,44,Snow Showers
45,2012-01-02 21:00:00,2012-01-02 21:00:00,45,21,2,1,2012,,-5.8,-12.8,58,26,25.0,100.15,45,Snow Showers
46,2012-01-02 22:00:00,2012-01-02 22:00:00,46,22,2,1,2012,,-7.0,-14.7,54,20,25.0,100.26,46,Cloudy
47,2012-01-02 23:00:00,2012-01-02 23:00:00,47,23,2,1,2012,,-7.4,-14.1,59,17,19.3,100.27,47,Snow Showers
48,2012-01-03 00:00:00,2012-01-03 00:00:00,48,0,3,1,2012,,-9.0,-16.0,57,28,25.0,100.35,48,Snow Showers
49,2012-01-03 01:00:00,2012-01-03 01:00:00,49,1,3,1,2012,,-9.7,-17.2,54,20,25.0,100.43,49,Cloudy
50,2012-01-03 02:00:00,2012-01-03 02:00:00,50,2,3,1,2012,,-10.5,-15.8,65,22,12.9,100.53,50,Snow Showers
51,2012-01-03 03:00:00,2012-01-03 03:00:00,51,3,3,1,2012,,-11.3,-18.7,54,33,25.0,100.61,51,Snow Showers
52,2012-01-03 04:00:00,2012-01-03 04:00:00,52,4,3,1,2012,,-12.6,-20.1,53,24,25.0,100.68,52,Cloudy
53,2012-01-03 05:00:00,2012-01-03 05:00:00,53,5,3,1,2012,,-12.9,-19.1,60,22,25.0,100.76,53,Snow Showers
54,2012-01-03 06:00:00,2012-01-03 06:00:00,54,6,3,1,2012,,-13.3,-19.3,61,19,25.0,100.85,54,Snow Showers
55,2012-01-03 07:00:00,2012-01-03 07:00:00,55,7,3,1,2012,,-14.0,-19.5,63,19,25.0,100.95,55,Snow
56,2012-01-03 08:00:00,2012-01-03 08:00:00,56,8,3,1,2012,,-14.8,-21.3,58,26,24.1,101.07,56,Mostly Cloudy
57,2012-01-03 09:00:00,2012-01-03 09:00:00,57,9,3,1,2012,,-15.0,-21.9,56,19,24.1,101.2,57,Mostly Cloudy
58,2012-01-03 10:00:00,2012-01-03 10:00:00,58,10,3,1,2012,,-15.3,-22.2,56,24,24.1,101.29,58,Cloudy
59,2012-01-03 11:00:00,2012-01-03 11:00:00,59,11,3,1,2012,,-14.9,-22.2,54,22,24.1,101.33,59,Mostly Cloudy
60,2012-01-03 12:00:00,2012-01-03 12:00:00,60,12,3,1,2012,,-14.9,-22.6,52,20,24.1,101.34,60,Mainly Clear
61,2012-01-03 13:00:00,2012-01-03 13:00:00,61,13,3,1,2012,,-15.1,-22.4,54,22,24.1,101.34,61,Mainly Clear
62,2012-01-03 14:00:00,2012-01-03 14:00:00,62,14,3,1,2012,,-14.9,-22.9,50,22,24.1,101.38,62,Mainly Clear
63,2012-01-03 15:00:00,2012-01-03 15:00:00,63,15,3,1,2012,,-14.8,-22.2,53,19,24.1,101.44,63,Mainly Clear
64,2012-01-03 16:00:00,2012-01-03 16:00:00,64,16,3,1,2012,,-15.3,-22.9,52,22,24.1,101.51,64,Mainly Clear
65,2012-01-03 17:00:00,2012-01-03 17:00:00,65,17,3,1,2012,,-15.8,-23.2,53,22,24.1,101.58,65,Mainly Clear
66,2012-01-03 18:00:00,2012-01-03 18:00:00,66,18,3,1,2012,,-16.3,-23.8,52,24,25.0,101.64,66,Mainly Clear
67,2012-01-03 19:00:00,2012-01-03 19:00:00,67,19,3,1,2012,,-16.9,-24.8,50,24,25.0,101.74,67,Clear
68,2012-01-03 20:00:00,2012-01-03 20:00:00,68,20,3,1,2012,,-17.3,-25.4,49,24,25.0,101.82,68,Mainly Clear
69,2012-01-03 21:00:00,2012-01-03 21:00:00,69,21,3,1,2012,,-17.0,-24.6,52,15,25.0,101.86,69,Mostly Cloudy
70,2012-01-03 22:00:00,2012-01-03 22:00:00,70,22,3,1,2012,,-17.1,-24.6,52,20,25.0,101.86,70,Mostly Cloudy
71,2012-01-03 23:00:00,2012-01-03 23:00:00,71,23,3,1,2012,,-17.3,-24.2,55,17,25.0,101.87,71,Mostly Cloudy
72,2012-01-04 00:00:00,2012-01-04 00:00:00,72,0,4,1,2012,,-17.5,-24.2,56,13,25.0,101.88,72,Mostly Cloudy
73,2012-01-04 01:00:00,2012-01-04 01:00:00,73,1,4,1,2012,,-17.9,-24.1,58,11,25.0,101.86,73,Mainly Clear
74,2012-01-04 02:00:00,2012-01-04 02:00:00,74,2,4,1,2012,,-18.1,-23.8,61,15,25.0,101.89,74,Mainly Clear
75,2012-01-04 03:00:00,2012-01-04 03:00:00,75,3,4,1,2012,,-18.5,-24.6,59,13,25.0,101.88,75,Mainly Clear
76,2012-01-04 04:00:00,2012-01-04 04:00:00,76,4,4,1,2012,,-18.5,-24.6,59,13,25.0,101.82,76,Mainly Clear
77,2012-01-04 05:00:00,2012-01-04 05:00:00,77,5,4,1,2012,,-18.6,-24.0,62,9,25.0,101.77,77,Mainly Clear
78,2012-01-04 06:00:00,2012-01-04 06:00:00,78,6,4,1,2012,,-18.5,-24.1,61,11,25.0,101.74,78,Cloudy
79,2012-01-04 07:00:00,2012-01-04 07:00:00,79,7,4,1,2012,,-18.2,-24.1,60,11,25.0,101.75,79,Cloudy
80,2012-01-04 08:00:00,2012-01-04 08:00:00,80,8,4,1,2012,,-17.8,-24.2,57,17,24.1,101.73,80,Mostly Cloudy
81,2012-01-04 09:00:00,2012-01-04 09:00:00,81,9,4,1,2012,,-16.8,-22.5,61,9,24.1,101.68,81,Mostly Cloudy
82,2012-01-04 10:00:00,2012-01-04 10:00:00,82,10,4,1,2012,,-15.2,-20.6,63,7,24.1,101.54,82,Mostly Cloudy
83,2012-01-04 11:00:00,2012-01-04 11:00:00,83,11,4,1,2012,,-14.2,-21.1,56,13,24.1,101.41,83,Mostly Cloudy
84,2012-01-04 12:00:00,2012-01-04 12:00:00,84,12,4,1,2012,,-13.7,-21.7,51,11,24.1,101.25,84,Snow
85,2012-01-04 13:00:00,2012-01-04 13:00:00,85,13,4,1,2012,,-12.4,-20.1,53,11,24.1,101.07,85,Cloudy
86,2012-01-04 14:00:00,2012-01-04 14:00:00,86,14,4,1,2012,,-11.3,-19.0,53,7,19.3,100.97,86,Snow
87,2012-01-04 15:00:00,2012-01-04 15:00:00,87,15,4,1,2012,,-10.2,-16.3,61,11,9.7,100.89,87,Snow
88,2012-01-04 16:00:00,2012-01-04 16:00:00,88,16,4,1,2012,,-9.4,-15.5,61,13,19.3,100.79,88,Snow
89,2012-01-04 17:00:00,2012-01-04 17:00:00,89,17,4,1,2012,,-8.9,-13.2,71,9,4.8,100.76,89,Snow
90,2012-01-04 18:00:00,2012-01-04 18:00:00,90,18,4,1,2012,,-8.9,-12.6,75,11,9.7,100.69,90,Snow
91,2012-01-04 19:00:00,2012-01-04 19:00:00,91,19,4,1,2012,,-8.4,-12.7,71,9,16.1,100.65,91,Snow
92,2012-01-04 20:00:00,2012-01-04 20:00:00,92,20,4,1,2012,,-7.8,-12.1,71,9,16.1,100.61,92,Snow
93,2012-01-04 21:00:00,2012-01-04 21:00:00,93,21,4,1,2012,,-7.6,-11.6,73,7,11.3,100.54,93,Snow
94,2012-01-04 22:00:00,2012-01-04 22:00:00,94,22,4,1,2012,,-9.5,-12.7,77,6,9.7,100.5,94,Snow
95,2012-01-04 23:00:00,2012-01-04 23:00:00,95,23,4,1,2012,,-9.6,-12.6,79,6,9.7,100.42,95,Snow
96,2012-01-05 00:00:00,2012-01-05 00:00:00,96,0,5,1,2012,,-8.8,-11.7,79,4,9.7,100.32,96,Snow
97,2012-01-05 01:00:00,2012-01-05 01:00:00,97,1,5,1,2012,,-7.5,-10.2,81,0,9.7,100.29,97,Snow
98,2012-01-05 02:00:00,2012-01-05 02:00:00,98,2,5,1,2012,,-5.4,-8.3,80,9,8.0,100.28,98,Snow
99,2012-01-05 03:00:00,2012-01-05 03:00:00,99,3,5,1,2012,,-5.0,-7.7,81,11,9.7,100.24,99,Snow
100,2012-01-05 04:00:00,2012-01-05 04:00:00,100,4,5,1,2012,,-4.1,-6.5,83,9,4.8,100.21,100,Snow
101,2012-01-05 05:00:00,2012-01-05 05:00:00,101,5,5,1,2012,,-7.0,-9.5,82,4,4.0,100.19,101,Snow
102,2012-01-05 06:00:00,2012-01-05 06:00:00,102,6,5,1,2012,,-8.2,-10.7,82,6,6.4,100.26,102,Snow
103,2012-01-05 07:00:00,2012-01-05 07:00:00,103,7,5,1,2012,,-7.1,-9.7,82,9,9.7,100.31,103,Snow
104,2012-01-05 08:00:00,2012-01-05 08:00:00,104,8,5,1,2012,,-6.1,-9.1,79,11,9.7,100.39,104,Snow
105,2012-01-05 09:00:00,2012-01-05 09:00:00,105,9,5,1,2012,,-6.6,-10.1,76,9,24.1,100.42,105,Mainly Clear
106,2012-01-05 10:00:00,2012-01-05 10:00:00,106,10,5,1,2012,,-6.0,-10.0,73,17,48.3,100.45,106,Mainly Clear
107,2012-01-05 11:00:00,2012-01-05 11:00:00,107,11,5,1,2012,,-5.6,-10.2,70,22,48.3,100.41,107,Mainly Clear
108,2012-01-05 12:00:00,2012-01-05 12:00:00,108,12,5,1,2012,,-4.7,-9.6,69,20,48.3,100.38,108,Mainly Clear
109,2012-01-05 13:00:00,2012-01-05 13:00:00,109,13,5,1,2012,,-4.4,-9.7,66,26,48.3,100.4,109,Mainly Clear
110,2012-01-05 14:00:00,2012-01-05 14:00:00,110,14,5,1,2012,,-5.1,-10.7,65,22,48.3,100.46,110,Mainly Clear
111,2012-01-05 15:00:00,2012-01-05 15:00:00,111,15,5,1,2012,,-4.3,-12.0,55,26,48.3,100.52,111,Mainly Clear
112,2012-01-05 16:00:00,2012-01-05 16:00:00,112,16,5,1,2012,,-5.0,-12.7,55,19,24.1,100.6,112,Mainly Clear
113,2012-01-05 17:00:00,2012-01-05 17:00:00,113,17,5,1,2012,,-6.7,-14.1,56,11,25.0,100.65,113,Mainly Clear
114,2012-01-05 18:00:00,2012-01-05 18:00:00,114,18,5,1,2012,,-7.1,-14.4,56,11,25.0,100.71,114,Clear
115,2012-01-05 19:00:00,2012-01-05 19:00:00,115,19,5,1,2012,,-9.2,-15.4,61,7,25.0,100.8,115,Clear
116,2012-01-05 20:00:00,2012-01-05 20:00:00,116,20,5,1,2012,,-9.8,-15.7,62,9,25.0,100.83,116,Clear
117,2012-01-05 21:00:00,2012-01-05 21:00:00,117,21,5,1,2012,,-9.0,-14.8,63,13,25.0,100.83,117,Clear
118,2012-01-05 22:00:00,2012-01-05 22:00:00,118,22,5,1,2012,,-9.9,-15.7,63,7,25.0,100.85,118,Cloudy
119,2012-01-05 23:00:00,2012-01-05 23:00:00,119,23,5,1,2012,,-9.4,-15.5,61,9,25.0,100.83,119,Cloudy
120,2012-01-06 00:00:00,2012-01-06 00:00:00,120,0,6,1,2012,,-9.6,-16.8,56,13,25.0,100.81,120,Cloudy
121,2012-01-06 01:00:00,2012-01-06 01:00:00,121,1,6,1,2012,,-10.0,-17.3,55,17,25.0,100.81,121,Cloudy
122,2012-01-06 02:00:00,2012-01-06 02:00:00,122,2,6,1,2012,,-10.5,-16.5,61,9,25.0,100.84,122,Cloudy
123,2012-01-06 03:00:00,2012-01-06 03:00:00,123,3,6,1,2012,,-10.6,-16.0,64,0,9.7,100.76,123,Snow
124,2012-01-06 04:00:00,2012-01-06 04:00:00,124,4,6,1,2012,,-11.3,-16.1,68,15,3.2,100.7,124,Snow
125,2012-01-06 05:00:00,2012-01-06 05:00:00,125,5,6,1,2012,,-11.8,-16.0,71,19,2.8,100.61,125,Snow
126,2012-01-06 06:00:00,2012-01-06 06:00:00,126,6,6,1,2012,,-12.0,-16.2,71,22,4.8,100.58,126,Snow
127,2012-01-06 07:00:00,2012-01-06 07:00:00,127,7,6,1,2012,,-14.4,-16.3,85,22,2.4,100.52,127,Snow
128,2012-01-06 08:00:00,2012-01-06 08:00:00,128,8,6,1,2012,,-12.3,-16.2,73,24,11.3,100.51,128,Snow
129,2012-01-06 09:00:00,2012-01-06 09:00:00,129,9,6,1,2012,,-12.5,-16.7,71,26,19.3,100.53,129,Snow
130,2012-01-06 10:00:00,2012-01-06 10:00:00,130,10,6,1,2012,,-12.3,-16.3,72,28,16.1,100.47,130,Snow
131,2012-01-06 11:00:00,2012-01-06 11:00:00,131,11,6,1,2012,,-12.0,-16.0,72,17,24.1,100.36,131,Snow
132,2012-01-06 12:00:00,2012-01-06 12:00:00,132,12,6,1,2012,,-11.7,-15.4,74,28,19.3,100.23,132,Snow
133,2012-01-06 13:00:00,2012-01-06 13:00:00,133,13,6,1,2012,,-11.9,-15.6,74,20,24.1,100.13,133,Snow
134,2012-01-06 14:00:00,2012-01-06 14:00:00,134,14,6,1,2012,,-11.2,-14.8,75,19,19.3,100.07,134,Snow
135,2012-01-06 15:00:00,2012-01-06 15:00:00,135,15,6,1,2012,,-11.5,-14.4,79,19,12.9,100.06,135,Snow
136,2012-01-06 16:00:00,2012-01-06 16:00:00,136,16,6,1,2012,,-11.6,-14.7,78,19,19.3,100.1,136,Snow
137,2012-01-06 17:00:00,2012-01-06 17:00:00,137,17,6,1,2012,,-11.2,-14.3,78,17,25.0,100.15,137,Snow
138,2012-01-06 18:00:00,2012-01-06 18:00:00,138,18,6,1,2012,,-10.5,-13.6,78,17,19.3,100.12,138,Cloudy
139,2012-01-06 19:00:00,2012-01-06 19:00:00,139,19,6,1,2012,,-10.5,-13.4,79,15,25.0,100.13,139,Cloudy
140,2012-01-06 20:00:00,2012-01-06 20:00:00,140,20,6,1,2012,,-10.2,-13.0,80,11,25.0,100.15,140,Cloudy
141,2012-01-06 21:00:00,2012-01-06 21:00:00,141,21,6,1,2012,,-9.5,-12.5,79,9,25.0,100.13,141,Cloudy
142,2012-01-06 22:00:00,2012-01-06 22:00:00,142,22,6,1,2012,,-9.3,-12.2,79,11,19.3,100.16,142,Cloudy
143,2012-01-06 23:00:00,2012-01-06 23:00:00,143,23,6,1,2012,,-9.0,-12.0,79,7,16.1,100.15,143,Cloudy
144,2012-01-07 00:00:00,2012-01-07 00:00:00,144,0,7,1,2012,,-8.7,-11.7,79,6,16.1,100.13,144,Cloudy
145,2012-01-07 01:00:00,2012-01-07 01:00:00,145,1,7,1,2012,,-8.5,-11.4,80,0,19.3,100.11,145,Cloudy
146,2012-01-07 02:00:00,2012-01-07 02:00:00,146,2,7,1,2012,,-8.1,-11.1,79,4,19.3,100.15,146,Cloudy
147,2012-01-07 03:00:00,2012-01-07 03:00:00,147,3,7,1,2012,,-7.8,-10.8,79,4,19.3,100.12,147,Cloudy
148,2012-01-07 04:00:00,2012-01-07 04:00:00,148,4,7,1,2012,,-7.5,-10.5,79,6,19.3,100.1,148,Cloudy
149,2012-01-07 05:00:00,2012-01-07 05:00:00,149,5,7,1,2012,,-6.9,-9.7,80,4,19.3,100.12,149,Cloudy
150,2012-01-07 06:00:00,2012-01-07 06:00:00,150,6,7,1,2012,,-6.7,-9.5,80,7,16.1,100.12,150,Cloudy
151,2012-01-07 07:00:00,2012-01-07 07:00:00,151,7,7,1,2012,,-7.0,-9.7,81,7,16.1,100.16,151,Cloudy
152,2012-01-07 08:00:00,2012-01-07 08:00:00,152,8,7,1,2012,,-6.4,-9.0,82,9,8.0,100.1,152,"Freezing Drizzle,Fog"
153,2012-01-07 09:00:00,2012-01-07 09:00:00,153,9,7,1,2012,,-6.1,-8.7,82,7,9.7,100.15,153,"Freezing Rain,Fog"
154,2012-01-07 10:00:00,2012-01-07 10:00:00,154,10,7,1,2012,,-5.7,-8.0,84,7,8.0,100.13,154,Freezing Rain
155,2012-01-07 11:00:00,2012-01-07 11:00:00,155,11,7,1,2012,,-5.4,-7.7,84,9,9.7,100.08,155,Freezing Drizzle
156,2012-01-07 12:00:00,2012-01-07 12:00:00,156,12,7,1,2012,,-5.5,-7.8,84,13,9.7,100.05,156,Freezing Drizzle
157,2012-01-07 13:00:00,2012-01-07 13:00:00,157,13,7,1,2012,,-4.8,-7.2,83,15,9.7,100.07,157,Freezing Rain
158,2012-01-07 14:00:00,2012-01-07 14:00:00,158,14,7,1,2012,,-4.4,-6.9,83,6,8.0,100.09,158,Snow
159,2012-01-07 15:00:00,2012-01-07 15:00:00,159,15,7,1,2012,,-3.7,-6.1,83,11,8.0,100.09,159,Snow
160,2012-01-07 16:00:00,2012-01-07 16:00:00,160,16,7,1,2012,,-3.6,-5.9,84,0,8.0,100.15,160,Snow
161,2012-01-07 17:00:00,2012-01-07 17:00:00,161,17,7,1,2012,,-3.1,-5.4,84,13,8.0,100.27,161,Snow
162,2012-01-07 18:00:00,2012-01-07 18:00:00,162,18,7,1,2012,,-3.2,-5.3,85,6,9.7,100.33,162,Snow
163,2012-01-07 19:00:00,2012-01-07 19:00:00,163,19,7,1,2012,,-3.0,-5.0,86,6,8.0,100.41,163,Snow
164,2012-01-07 20:00:00,2012-01-07 20:00:00,164,20,7,1,2012,,-1.8,-3.7,87,4,9.7,100.48,164,Snow
165,2012-01-07 21:00:00,2012-01-07 21:00:00,165,21,7,1,2012,,-1.3,-3.1,88,0,6.4,100.5,165,Snow
166,2012-01-07 22:00:00,2012-01-07 22:00:00,166,22,7,1,2012,,-1.5,-3.0,89,4,4.0,100.54,166,Fog
167,2012-01-07 23:00:00,2012-01-07 23:00:00,167,23,7,1,2012,,0.4,-1.5,87,22,9.7,100.62,167,Snow
168,2012-01-08 00:00:00,2012-01-08 00:00:00,168,0,8,1,2012,,0.6,-3.2,76,32,25.0,100.72,168,Cloudy
169,2012-01-08 01:00:00,2012-01-08 01:00:00,169,1,8,1,2012,,-0.6,-4.6,74,32,25.0,100.8,169,Mostly Cloudy
170,2012-01-08 02:00:00,2012-01-08 02:00:00,170,2,8,1,2012,,-1.7,-6.2,71,30,25.0,100.98,170,Mostly Cloudy
171,2012-01-08 03:00:00,2012-01-08 03:00:00,171,3,8,1,2012,,-3.5,-8.3,69,32,25.0,101.13,171,Mainly Clear
172,2012-01-08 04:00:00,2012-01-08 04:00:00,172,4,8,1,2012,,-4.4,-9.2,69,22,25.0,101.21,172,Mainly Clear
173,2012-01-08 05:00:00,2012-01-08 05:00:00,173,5,8,1,2012,,-5.9,-10.5,70,13,25.0,101.33,173,Mainly Clear
174,2012-01-08 06:00:00,2012-01-08 06:00:00,174,6,8,1,2012,,-5.8,-10.8,68,13,25.0,101.47,174,Cloudy
175,2012-01-08 07:00:00,2012-01-08 07:00:00,175,7,8,1,2012,,-5.6,-10.3,69,11,25.0,101.59,175,Cloudy
176,2012-01-08 08:00:00,2012-01-08 08:00:00,176,8,8,1,2012,,-5.9,-10.7,69,11,24.1,101.7,176,Snow
177,2012-01-08 09:00:00,2012-01-08 09:00:00,177,9,8,1,2012,,-6.4,-11.9,65,17,24.1,101.81,177,Snow
178,2012-01-08 10:00:00,2012-01-08 10:00:00,178,10,8,1,2012,,-6.5,-11.6,67,17,9.7,101.89,178,Snow
179,2012-01-08 11:00:00,2012-01-08 11:00:00,179,11,8,1,2012,,-7.1,-12.6,65,22,24.1,101.92,179,Snow
180,2012-01-08 12:00:00,2012-01-08 12:00:00,180,12,8,1,2012,,-6.7,-11.9,66,15,24.1,101.9,180,Snow
181,2012-01-08 13:00:00,2012-01-08 13:00:00,181,13,8,1,2012,,-6.5,-12.4,63,15,24.1,101.94,181,Cloudy
182,2012-01-08 14:00:00,2012-01-08 14:00:00,182,14,8,1,2012,,-6.5,-12.0,65,19,24.1,101.97,182,Mostly Cloudy
183,2012-01-08 15:00:00,2012-01-08 15:00:00,183,15,8,1,2012,,-6.6,-12.9,61,20,48.3,102.04,183,Mostly Cloudy
184,2012-01-08 16:00:00,2012-01-08 16:00:00,184,16,8,1,2012,,-6.6,-13.3,59,20,24.1,102.09,184,Mostly Cloudy
185,2012-01-08 17:00:00,2012-01-08 17:00:00,185,17,8,1,2012,,-7.2,-13.8,59,17,25.0,102.17,185,Mainly Clear
186,2012-01-08 18:00:00,2012-01-08 18:00:00,186,18,8,1,2012,,-8.1,-14.1,62,17,25.0,102.23,186,Mainly Clear
187,2012-01-08 19:00:00,2012-01-08 19:00:00,187,19,8,1,2012,,-8.0,-13.9,62,15,25.0,102.26,187,Mostly Cloudy
188,2012-01-08 20:00:00,2012-01-08 20:00:00,188,20,8,1,2012,,-8.3,-13.7,65,15,25.0,102.28,188,Mostly Cloudy
189,2012-01-08 21:00:00,2012-01-08 21:00:00,189,21,8,1,2012,,-8.3,-13.9,64,11,25.0,102.26,189,Mostly Cloudy
190,2012-01-08 22:00:00,2012-01-08 22:00:00,190,22,8,1,2012,,-8.7,-14.0,65,7,25.0,102.22,190,Mostly Cloudy
191,2012-01-08 23:00:00,2012-01-08 23:00:00,191,23,8,1,2012,,-9.0,-13.9,68,7,25.0,102.22,191,Mostly Cloudy
192,2012-01-09 00:00:00,2012-01-09 00:00:00,192,0,9,1,2012,,-9.2,-14.3,66,6,25.0,102.17,192,Mostly Cloudy
193,2012-01-09 01:00:00,2012-01-09 01:00:00,193,1,9,1,2012,,-9.8,-14.5,68,0,25.0,102.13,193,Mostly Cloudy
194,2012-01-09 02:00:00,2012-01-09 02:00:00,194,2,9,1,2012,,-9.0,-14.1,66,4,25.0,102.15,194,Mostly Cloudy
195,2012-01-09 03:00:00,2012-01-09 03:00:00,195,3,9,1,2012,,-8.8,-13.2,70,0,25.0,102.11,195,Cloudy
196,2012-01-09 04:00:00,2012-01-09 04:00:00,196,4,9,1,2012,,-8.5,-13.2,69,9,25.0,102.02,196,Cloudy
