Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather Condition
3/31/2012 20:00,4.4,-7.2,43,9,25.0,100.85,Clear
3/31/2012 21:00,2.6,-6.3,52,7,25.0,100.86,Clear
3/31/2012 22:00,2.7,-6.7,50,0,25.0,100.82,Clear
3/31/2012 23:00,1.5,-6.9,54,0,25.0,100.79,Clear
4/1/2012 0:00,0.4,-6.6,59,0,25.0,100.75,Clear
4/1/2012 1:00,-1.5,-7.3,65,4,25.0,100.77,Clear
4/1/2012 2:00,0.1,-6.9,59,0,25.0,100.7,Clear
4/1/2012 3:00,-1.0,-6.2,68,0,25.0,100.67,Clear
4/2/2012 2:00,-0.4,-1.8,90,0,12.9,100.31,Clear
4/2/2012 5:00,-1.7,-2.5,94,6,25.0,100.47,Clear
4/2/2012 6:00,-1.8,-3.5,88,6,24.1,100.56,Clear
4/2/2012 7:00,0.2,-2.1,84,6,48.3,100.65,Clear
4/2/2012 8:00,2.1,-4.5,62,13,48.3,100.69,Clear
4/2/2012 9:00,3.4,-7.3,45,22,48.3,100.72,Clear
4/2/2012 10:00,4.5,-8.5,38,28,48.3,100.73,Clear
4/2/2012 11:00,4.6,-7.8,40,24,48.3,100.72,Clear
4/2/2012 12:00,6.2,-7.8,36,17,48.3,100.65,Clear
4/2/2012 13:00,6.7,-7.2,36,24,48.3,100.64,Clear
4/2/2012 14:00,7.3,-8.5,32,26,48.3,100.62,Clear
4/2/2012 15:00,7.9,-10.0,27,19,48.3,100.6,Clear
4/2/2012 16:00,7.9,-12.0,23,28,48.3,100.59,Clear
4/2/2012 18:00,6.9,-13.6,22,19,48.3,100.65,Clear
4/2/2012 19:00,4.9,-12.6,27,13,25.0,100.69,Clear
4/2/2012 20:00,3.5,-13.1,28,13,25.0,100.75,Clear
4/2/2012 21:00,3.1,-13.0,30,11,25.0,100.78,Clear
4/2/2012 22:00,0.6,-12.8,36,9,25.0,100.84,Clear
4/2/2012 23:00,1.0,-12.8,35,13,25.0,100.83,Clear
4/3/2012 0:00,-0.3,-11.9,41,6,25.0,100.84,Clear
4/3/2012 1:00,-1.1,-11.4,45,9,25.0,100.86,Clear
4/3/2012 2:00,-0.9,-13.2,39,6,25.0,100.84,Clear
4/3/2012 3:00,-3.0,-12.0,50,9,25.0,100.87,Clear
4/3/2012 4:00,-2.1,-11.8,47,13,25.0,100.92,Clear
4/3/2012 5:00,-2.6,-12.4,47,6,25.0,100.99,Clear
4/3/2012 6:00,-2.0,-12.4,45,6,48.3,101.03,Clear
4/3/2012 7:00,0.3,-11.3,41,11,48.3,101.09,Clear
4/3/2012 8:00,1.7,-11.7,36,19,48.3,101.08,Clear
4/3/2012 9:00,2.5,-11.0,36,15,48.3,101.07,Clear
4/3/2012 10:00,4.3,-10.3,34,17,48.3,100.98,Clear
4/6/2012 7:00,0.4,-8.9,50,15,48.3,101.3,Clear
4/6/2012 8:00,1.1,-8.8,48,19,48.3,101.34,Clear
4/6/2012 9:00,2.1,-8.4,46,17,48.3,101.37,Clear
4/6/2012 11:00,5.7,-7.7,37,19,48.3,101.32,Clear
4/6/2012 13:00,7.6,-7.7,33,15,48.3,101.18,Clear
4/12/2012 22:00,6.7,-0.6,60,4,25.0,101.44,Clear
4/12/2012 23:00,5.9,-2.2,56,11,25.0,101.47,Clear
4/13/2012 0:00,4.6,-4.0,54,11,25.0,101.49,Clear
4/13/2012 1:00,4.0,-5.1,51,11,25.0,101.48,Clear
4/13/2012 2:00,2.0,-5.4,58,6,25.0,101.5,Clear
4/13/2012 3:00,1.5,-5.1,61,9,25.0,101.52,Clear
4/13/2012 4:00,1.2,-4.5,66,6,25.0,101.56,Clear
4/13/2012 5:00,1.3,-4.1,67,6,48.3,101.6,Clear
4/13/2012 6:00,1.8,-3.4,68,6,48.3,101.67,Clear
4/14/2012 0:00,7.9,-1.6,51,22,25.0,101.35,Clear
4/14/2012 1:00,7.5,-1.8,52,11,25.0,101.35,Clear
4/14/2012 2:00,6.8,-1.8,54,17,25.0,101.34,Clear
4/15/2012 3:00,11.3,2.3,54,15,25.0,100.7,Clear
4/15/2012 4:00,10.9,4.3,64,15,25.0,100.72,Clear
4/15/2012 5:00,9.9,4.5,69,6,25.0,100.72,Clear
4/18/2012 0:00,2.9,-5.1,56,13,25.0,102.2,Clear
4/18/2012 1:00,2.4,-5.7,55,15,25.0,102.18,Clear
4/18/2012 2:00,0.9,-6.5,58,15,25.0,102.22,Clear
4/18/2012 3:00,1.1,-7.0,55,11,25.0,102.25,Clear
4/18/2012 4:00,0.4,-7.0,58,9,25.0,102.29,Clear
4/18/2012 5:00,-1.0,-7.0,64,11,48.3,102.34,Clear
4/18/2012 6:00,0.9,-6.3,59,9,48.3,102.41,Clear
4/18/2012 7:00,2.5,-6.2,53,13,48.3,102.44,Clear
4/18/2012 8:00,3.3,-5.9,51,11,48.3,102.43,Clear
4/18/2012 9:00,4.5,-5.7,47,9,48.3,102.41,Clear
4/18/2012 10:00,5.3,-5.1,47,9,48.3,102.36,Clear
4/18/2012 11:00,6.9,-3.4,48,6,48.3,102.24,Clear
4/19/2012 1:00,5.5,-2.7,55,6,25.0,101.42,Clear
4/19/2012 2:00,3.3,-2.8,64,7,25.0,101.33,Clear
4/19/2012 21:00,16.1,4.5,46,11,25.0,100.72,Clear
4/20/2012 1:00,10.9,1.8,53,19,25.0,100.91,Clear
4/26/2012 3:00,3.5,-0.6,74,11,25.0,100.66,Clear
4/26/2012 4:00,2.7,-1.5,74,7,25.0,100.66,Clear
4/26/2012 5:00,2.6,-1.3,75,9,24.1,100.69,Clear
4/26/2012 6:00,3.2,-0.6,76,4,48.3,100.71,Clear
4/28/2012 18:00,7.2,-11.3,25,24,48.3,101.43,Clear
4/28/2012 19:00,6.1,-11.4,27,19,48.3,101.46,Clear
4/28/2012 21:00,2.3,-9.7,41,11,25.0,101.55,Clear
4/29/2012 10:00,5.5,-11.4,28,26,48.3,101.67,Clear
4/29/2012 11:00,6.2,-11.6,27,24,48.3,101.62,Clear
4/29/2012 12:00,7.4,-10.5,27,24,48.3,101.62,Clear
4/29/2012 13:00,8.4,-11.1,24,32,48.3,101.64,Clear
4/29/2012 14:00,8.7,-11.7,22,22,48.3,101.65,Clear
4/29/2012 15:00,9.0,-12.0,21,32,48.3,101.63,Clear
4/29/2012 17:00,9.0,-11.5,22,30,48.3,101.72,Clear
4/29/2012 18:00,8.1,-11.9,23,28,48.3,101.77,Clear
4/29/2012 19:00,6.9,-11.7,25,20,48.3,101.82,Clear
4/29/2012 22:00,5.1,-10.7,31,15,25.0,102.05,Clear
4/29/2012 23:00,4.1,-10.3,34,13,25.0,102.09,Clear
4/30/2012 0:00,3.3,-10.3,36,9,25.0,102.06,Clear
4/30/2012 1:00,2.2,-9.7,41,6,25.0,102.12,Clear
4/30/2012 2:00,3.2,-10.4,36,0,25.0,102.09,Clear
4/30/2012 3:00,2.4,-9.2,42,0,25.0,102.09,Clear
4/30/2012 4:00,0.7,-9.0,48,4,25.0,102.14,Clear
5/5/2012 16:00,16.0,-2.4,28,17,48.3,101.51,Clear
5/5/2012 17:00,15.9,-1.8,30,9,48.3,101.53,Clear
5/6/2012 23:00,11.1,-2.1,40,0,25.0,101.57,Clear
5/7/2012 0:00,9.9,-1.6,45,0,25.0,101.57,Clear
5/7/2012 1:00,6.9,0.3,63,0,25.0,101.55,Clear
5/7/2012 2:00,5.2,-0.8,65,4,25.0,101.56,Clear
5/7/2012 3:00,4.6,-0.4,70,4,25.0,101.55,Clear
5/7/2012 4:00,5.1,0.6,73,0,25.0,101.61,Clear
5/7/2012 5:00,5.7,0.4,69,4,48.3,101.6,Clear
5/7/2012 6:00,8.2,3.3,71,6,48.3,101.63,Clear
5/7/2012 7:00,12.3,0.6,45,4,48.3,101.64,Clear
5/7/2012 8:00,14.0,1.0,41,7,48.3,101.67,Clear
5/7/2012 9:00,16.0,-3.0,27,7,48.3,101.68,Clear
5/7/2012 10:00,17.1,-5.9,20,13,48.3,101.67,Clear
5/7/2012 21:00,18.7,-4.1,21,15,25.0,100.87,Clear
5/11/2012 18:00,16.8,-2.7,26,22,48.3,100.87,Clear
5/11/2012 19:00,15.1,-2.9,29,13,48.3,100.95,Clear
5/11/2012 20:00,12.1,-2.1,37,11,25.0,101.04,Clear
5/11/2012 21:00,10.2,-2.1,42,9,25.0,101.1,Clear
5/11/2012 22:00,7.7,-1.2,53,9,25.0,101.15,Clear
5/11/2012 23:00,7.8,-0.9,54,9,25.0,101.19,Clear
5/12/2012 0:00,7.1,-0.6,58,9,25.0,101.19,Clear
5/12/2012 1:00,9.8,-1.1,47,7,25.0,101.22,Clear
5/12/2012 2:00,8.5,-1.0,51,0,25.0,101.23,Clear
5/12/2012 3:00,7.0,-0.5,59,4,25.0,101.28,Clear
5/12/2012 4:00,7.9,-1.0,53,11,25.0,101.35,Clear
5/12/2012 5:00,7.3,-1.4,54,6,48.3,101.37,Clear
5/12/2012 6:00,9.4,-0.5,50,7,48.3,101.42,Clear
5/12/2012 7:00,11.1,2.3,55,11,48.3,101.45,Clear
5/12/2012 8:00,12.9,2.4,49,11,48.3,101.46,Clear
5/12/2012 9:00,14.6,4.5,51,13,48.3,101.43,Clear
5/12/2012 10:00,16.7,4.6,45,15,48.3,101.41,Clear
5/13/2012 18:00,19.7,5.1,38,17,48.3,101.47,Clear
5/13/2012 21:00,13.4,6.5,63,7,25.0,101.54,Clear
5/13/2012 22:00,12.7,6.4,65,7,25.0,101.54,Clear
5/13/2012 23:00,13.3,6.6,64,0,25.0,101.54,Clear
5/14/2012 0:00,11.8,6.8,71,6,25.0,101.53,Clear
5/14/2012 1:00,12.8,7.1,68,6,25.0,101.51,Clear
5/14/2012 2:00,12.0,6.9,71,4,25.0,101.5,Clear
5/14/2012 3:00,12.0,6.9,71,0,25.0,101.5,Clear
5/15/2012 22:00,15.9,13.6,86,11,25.0,100.75,Clear
5/15/2012 23:00,15.4,13.2,87,11,25.0,100.74,Clear
5/16/2012 0:00,14.6,12.6,88,4,25.0,100.71,Clear
5/16/2012 1:00,13.9,12.0,88,6,25.0,100.66,Clear
5/16/2012 2:00,13.9,12.0,88,6,25.0,100.6,Clear
5/16/2012 3:00,13.3,11.4,88,0,25.0,100.58,Clear
5/17/2012 2:00,8.3,1.6,63,15,25.0,101.07,Clear
5/17/2012 3:00,7.3,1.6,67,15,25.0,101.16,Clear
5/17/2012 4:00,6.6,1.4,69,9,48.3,101.24,Clear
5/17/2012 5:00,6.0,1.0,70,11,48.3,101.32,Clear
5/17/2012 6:00,8.5,1.9,63,9,48.3,101.4,Clear
5/17/2012 18:00,15.1,0.4,37,20,48.3,101.5,Clear
5/17/2012 19:00,14.1,0.4,39,13,48.3,101.54,Clear
5/17/2012 21:00,12.4,1.4,47,6,25.0,101.64,Clear
5/17/2012 22:00,10.1,2.1,58,0,25.0,101.64,Clear
5/17/2012 23:00,9.9,3.8,66,7,25.0,101.7,Clear
5/18/2012 1:00,9.9,2.4,60,7,25.0,101.73,Clear
5/18/2012 2:00,9.2,2.3,62,9,25.0,101.75,Clear
5/18/2012 3:00,8.6,2.0,63,11,25.0,101.77,Clear
5/18/2012 4:00,8.6,1.5,61,9,48.3,101.77,Clear
5/18/2012 21:00,14.4,5.3,54,6,25.0,101.62,Clear
5/19/2012 22:00,21.9,6.4,37,7,25.0,101.61,Clear
5/19/2012 23:00,18.2,8.8,54,4,25.0,101.62,Clear
5/20/2012 0:00,18.3,7.8,50,0,25.0,101.64,Clear
5/20/2012 1:00,16.9,8.4,57,6,25.0,101.64,Clear
5/20/2012 2:00,16.1,8.6,61,6,25.0,101.67,Clear
5/20/2012 3:00,16.8,8.6,58,9,25.0,101.7,Clear
5/23/2012 0:00,13.1,10.4,84,0,25.0,100.82,Clear
5/23/2012 20:00,20.4,10.9,54,9,24.1,101.16,Clear
5/23/2012 21:00,20.4,10.6,53,9,25.0,101.19,Clear
5/23/2012 22:00,19.6,10.3,55,7,25.0,101.21,Clear
5/23/2012 23:00,18.9,10.3,57,4,25.0,101.25,Clear
5/24/2012 0:00,16.4,10.4,68,0,25.0,101.28,Clear
5/24/2012 1:00,15.0,10.6,75,4,25.0,101.29,Clear
5/24/2012 2:00,12.6,9.7,82,6,25.0,101.31,Clear
5/24/2012 3:00,14.5,11.2,81,6,25.0,101.3,Clear
5/24/2012 4:00,14.0,10.7,80,9,24.1,101.32,Clear
5/24/2012 10:00,24.6,15.2,56,0,48.3,101.46,Clear
5/24/2012 11:00,26.1,16.7,56,9,24.1,101.44,Clear
5/24/2012 20:00,23.1,16.1,65,19,24.1,101.3,Clear
5/24/2012 21:00,22.4,15.9,67,19,25.0,101.31,Clear
5/24/2012 22:00,21.9,15.5,67,22,25.0,101.35,Clear
5/24/2012 23:00,21.1,15.2,69,19,25.0,101.39,Clear
5/25/2012 0:00,20.7,15.3,71,13,25.0,101.43,Clear
5/25/2012 1:00,19.7,15.6,77,15,25.0,101.4,Clear
5/25/2012 2:00,19.4,15.6,79,15,25.0,101.41,Clear
5/25/2012 9:00,23.3,16.1,64,20,24.1,101.29,Clear
5/25/2012 23:00,21.3,15.4,69,17,25.0,100.96,Clear
5/26/2012 0:00,19.8,14.8,73,9,25.0,101.0,Clear
5/26/2012 1:00,19.3,14.0,71,13,25.0,101.09,Clear
5/26/2012 2:00,18.6,12.3,67,11,25.0,101.16,Clear
5/26/2012 3:00,17.1,10.5,65,13,25.0,101.21,Clear
5/26/2012 4:00,16.4,10.1,66,9,25.0,101.28,Clear
5/26/2012 6:00,17.1,10.0,63,9,48.3,101.37,Clear
5/26/2012 7:00,18.1,10.8,62,9,48.3,101.51,Clear
5/26/2012 8:00,19.4,12.2,63,6,48.3,101.56,Clear
5/26/2012 9:00,21.1,12.7,59,9,24.1,101.56,Clear
5/26/2012 11:00,22.6,12.5,53,0,16.1,101.6,Clear
5/27/2012 0:00,15.7,7.1,57,6,25.0,101.76,Clear
5/27/2012 1:00,14.6,7.4,62,9,25.0,101.77,Clear
5/30/2012 9:00,20.5,10.0,51,20,48.3,100.08,Clear
5/30/2012 11:00,22.1,9.6,45,17,24.1,100.08,Clear
5/30/2012 13:00,23.5,8.1,37,30,48.3,100.05,Clear
5/30/2012 14:00,23.5,8.5,38,32,48.3,100.04,Clear
5/30/2012 16:00,23.7,8.3,37,15,48.3,100.0,Clear
5/30/2012 17:00,23.1,8.4,39,24,48.3,100.04,Clear
5/31/2012 21:00,12.8,4.2,56,9,25.0,101.05,Clear
5/31/2012 22:00,12.5,4.4,58,7,25.0,101.13,Clear
5/31/2012 23:00,12.8,4.4,57,7,25.0,101.18,Clear
6/1/2012 0:00,11.6,3.8,59,6,25.0,101.21,Clear
6/1/2012 1:00,11.3,3.6,59,7,25.0,101.24,Clear
6/5/2012 9:00,17.4,6.9,50,19,48.3,101.01,Clear
6/7/2012 2:00,12.8,9.4,80,11,25.0,101.04,Clear
6/7/2012 3:00,12.3,8.9,80,17,25.0,101.02,Clear
6/8/2012 1:00,15.7,12.9,83,7,25.0,100.65,Clear
6/8/2012 2:00,15.3,12.9,86,11,25.0,100.6,Clear
6/8/2012 21:00,14.1,8.3,68,9,25.0,100.41,Clear
6/8/2012 22:00,13.5,7.8,68,6,25.0,100.48,Clear
6/8/2012 23:00,12.0,7.6,74,9,25.0,100.5,Clear
6/9/2012 0:00,12.8,8.0,73,6,25.0,100.51,Clear
6/9/2012 1:00,12.9,8.0,72,0,25.0,100.53,Clear
6/9/2012 2:00,12.2,7.8,74,0,25.0,100.54,Clear
6/9/2012 3:00,11.5,7.3,75,0,25.0,100.56,Clear
6/9/2012 22:00,17.0,6.6,50,4,25.0,100.93,Clear
6/10/2012 1:00,15.6,9.3,66,4,25.0,101.07,Clear
6/10/2012 2:00,13.7,9.9,78,0,25.0,101.08,Clear
6/10/2012 4:00,12.4,10.3,87,4,25.0,101.15,Clear
6/10/2012 21:00,22.8,8.4,40,7,25.0,101.51,Clear
6/10/2012 23:00,23.0,8.9,41,11,25.0,101.5,Clear
6/11/2012 0:00,21.7,9.0,44,6,25.0,101.49,Clear
6/13/2012 19:00,20.0,8.5,47,17,48.3,101.57,Clear
6/13/2012 20:00,17.6,8.0,53,11,48.3,101.62,Clear
6/13/2012 21:00,15.1,8.1,63,7,25.0,101.7,Clear
6/13/2012 22:00,14.6,7.9,64,11,25.0,101.74,Clear
6/13/2012 23:00,15.2,6.2,55,11,25.0,101.79,Clear
6/14/2012 0:00,14.5,5.4,54,11,25.0,101.85,Clear
6/14/2012 1:00,13.4,5.2,58,9,25.0,101.88,Clear
6/14/2012 2:00,13.0,5.4,60,9,25.0,101.93,Clear
6/14/2012 3:00,12.3,5.3,62,13,25.0,101.96,Clear
6/14/2012 4:00,12.4,4.9,60,15,48.3,102.04,Clear
6/14/2012 5:00,12.4,5.7,64,9,48.3,102.14,Clear
6/14/2012 6:00,14.7,6.3,57,9,48.3,102.2,Clear
6/14/2012 7:00,16.5,7.5,55,13,48.3,102.28,Clear
6/14/2012 8:00,18.5,7.9,50,11,48.3,102.33,Clear
6/14/2012 9:00,20.0,5.5,39,19,48.3,102.32,Clear
6/14/2012 10:00,20.0,3.8,34,17,48.3,102.31,Clear
6/14/2012 11:00,21.2,6.5,38,9,48.3,102.27,Clear
6/14/2012 12:00,21.3,4.7,34,24,48.3,102.26,Clear
6/14/2012 13:00,22.2,5.5,34,19,48.3,102.22,Clear
6/14/2012 14:00,22.4,5.5,33,15,48.3,102.17,Clear
6/14/2012 15:00,22.9,6.7,35,11,48.3,102.12,Clear
6/14/2012 16:00,22.5,6.9,36,7,48.3,102.15,Clear
6/14/2012 17:00,22.9,6.9,36,15,48.3,102.17,Clear
6/14/2012 18:00,22.7,7.5,38,17,48.3,102.16,Clear
6/14/2012 19:00,22.5,6.5,36,13,48.3,102.17,Clear
6/14/2012 20:00,21.7,5.7,35,15,48.3,102.16,Clear
6/14/2012 21:00,21.0,6.0,38,11,25.0,102.16,Clear
6/14/2012 22:00,20.2,6.0,39,9,25.0,102.2,Clear
6/14/2012 23:00,19.6,5.8,40,6,25.0,102.21,Clear
6/15/2012 0:00,18.9,5.5,41,6,25.0,102.18,Clear
6/15/2012 1:00,17.1,6.1,48,6,25.0,102.17,Clear
6/15/2012 2:00,14.2,7.9,66,13,25.0,102.19,Clear
6/15/2012 3:00,13.8,9.1,73,13,25.0,102.17,Clear
6/15/2012 4:00,13.0,9.0,77,15,24.1,102.19,Clear
6/15/2012 5:00,13.3,8.9,75,15,48.3,102.27,Clear
6/15/2012 6:00,15.6,8.5,63,17,48.3,102.32,Clear
6/15/2012 7:00,16.8,8.8,59,19,48.3,102.38,Clear
6/15/2012 23:00,20.1,9.5,50,11,25.0,102.06,Clear
6/16/2012 0:00,17.5,9.9,61,9,25.0,102.05,Clear
6/16/2012 2:00,15.3,10.3,72,13,25.0,102.03,Clear
6/16/2012 21:00,20.8,12.3,58,0,25.0,101.6,Clear
6/17/2012 3:00,18.4,13.7,74,13,25.0,101.45,Clear
6/19/2012 2:00,19.1,14.3,74,9,25.0,101.11,Clear
6/19/2012 3:00,18.3,14.1,76,9,25.0,101.12,Clear
6/20/2012 2:00,24.1,18.3,70,24,25.0,100.88,Clear
6/20/2012 13:00,29.7,20.0,56,19,24.1,100.91,Clear
6/20/2012 14:00,31.7,20.4,51,17,24.1,100.83,Clear
6/20/2012 22:00,28.1,20.2,62,24,25.0,100.57,Clear
6/21/2012 1:00,25.9,19.6,68,22,25.0,100.6,Clear
6/21/2012 10:00,29.4,19.3,55,17,24.1,100.47,Clear
6/21/2012 18:00,31.1,18.5,47,22,24.1,100.06,Clear
6/21/2012 19:00,30.3,17.3,46,30,24.1,100.08,Clear
6/21/2012 23:00,26.7,17.7,58,17,25.0,100.09,Clear
6/22/2012 0:00,25.8,18.1,63,9,25.0,100.07,Clear
6/23/2012 20:00,23.5,5.4,31,6,48.3,100.88,Clear
6/23/2012 21:00,20.1,7.3,43,0,25.0,100.95,Clear
6/23/2012 23:00,18.8,8.5,51,0,25.0,101.01,Clear
6/24/2012 0:00,18.3,8.4,52,0,25.0,101.0,Clear
6/24/2012 1:00,17.6,8.7,56,6,25.0,101.02,Clear
6/24/2012 2:00,14.1,8.7,70,4,25.0,101.01,Clear
6/24/2012 3:00,14.9,9.1,68,0,25.0,101.02,Clear
6/24/2012 4:00,14.4,9.0,70,11,48.3,101.04,Clear
6/24/2012 5:00,14.0,9.2,73,6,48.3,101.04,Clear
6/24/2012 6:00,17.8,10.5,62,4,48.3,101.04,Clear
6/24/2012 7:00,20.0,12.2,61,7,48.3,101.03,Clear
6/24/2012 8:00,22.2,10.6,48,7,48.3,101.03,Clear
6/24/2012 9:00,23.2,12.7,52,11,48.3,101.0,Clear
6/24/2012 10:00,24.3,13.0,49,15,48.3,100.97,Clear
6/29/2012 10:00,25.5,18.3,64,26,48.3,99.52,Clear
6/30/2012 0:00,23.1,11.9,49,20,25.0,99.63,Clear
6/30/2012 1:00,22.6,11.4,49,15,25.0,99.68,Clear
6/30/2012 2:00,22.0,11.5,51,17,25.0,99.67,Clear
6/30/2012 3:00,21.2,12.3,57,17,25.0,99.66,Clear
6/30/2012 4:00,20.5,13.0,62,20,48.3,99.7,Clear
7/3/2012 1:00,16.7,10.5,67,4,25.0,100.84,Clear
7/3/2012 2:00,17.2,11.1,67,4,25.0,100.83,Clear
7/3/2012 3:00,16.9,10.4,66,0,25.0,100.83,Clear
7/3/2012 4:00,14.3,10.5,78,6,24.1,100.89,Clear
7/3/2012 5:00,17.6,10.8,64,6,48.3,100.84,Clear
7/3/2012 6:00,18.5,11.1,62,9,48.3,100.98,Clear
7/3/2012 7:00,20.3,10.3,53,6,48.3,100.97,Clear
7/3/2012 8:00,21.5,10.9,51,0,48.3,100.96,Clear
7/4/2012 22:00,21.1,16.9,77,17,25.0,100.31,Clear
7/4/2012 23:00,19.1,15.9,82,11,25.0,100.37,Clear
7/5/2012 0:00,17.9,14.8,82,9,25.0,100.38,Clear
7/5/2012 20:00,23.4,17.2,68,13,48.3,100.69,Clear
7/5/2012 21:00,23.1,17.1,69,9,25.0,100.76,Clear
7/5/2012 22:00,21.9,17.6,77,9,25.0,100.76,Clear
7/5/2012 23:00,20.8,17.6,82,7,25.0,100.74,Clear
7/6/2012 2:00,19.9,16.9,83,4,25.0,100.74,Clear
7/6/2012 3:00,19.1,16.1,83,7,25.0,100.76,Clear
7/6/2012 4:00,19.3,16.2,82,7,25.0,100.75,Clear
7/8/2012 4:00,16.3,12.2,77,7,24.1,100.7,Clear
7/8/2012 9:00,20.6,8.5,46,20,48.3,100.81,Clear
7/8/2012 10:00,21.6,7.8,41,22,48.3,100.82,Clear
7/8/2012 11:00,22.0,7.1,38,19,48.3,100.81,Clear
7/8/2012 12:00,23.0,7.8,38,24,48.3,100.79,Clear
7/8/2012 20:00,20.3,8.4,46,11,48.3,100.74,Clear
7/8/2012 21:00,19.8,8.0,46,9,25.0,100.8,Clear
7/8/2012 22:00,17.9,8.1,53,7,25.0,100.81,Clear
7/8/2012 23:00,17.1,8.4,57,9,25.0,100.85,Clear
7/9/2012 0:00,16.0,8.9,63,13,25.0,100.83,Clear
7/9/2012 1:00,14.4,9.0,70,9,25.0,100.84,Clear
7/9/2012 2:00,14.9,9.1,68,9,25.0,100.86,Clear
7/9/2012 7:00,17.8,8.7,55,11,48.3,101.1,Clear
7/9/2012 8:00,18.2,8.1,52,11,48.3,101.13,Clear
7/9/2012 9:00,19.2,7.9,48,9,48.3,101.13,Clear
7/9/2012 10:00,19.9,7.5,45,17,48.3,101.12,Clear
7/9/2012 11:00,21.4,7.9,42,20,48.3,101.09,Clear
7/9/2012 12:00,22.2,7.1,38,13,48.3,101.07,Clear
7/9/2012 20:00,19.5,7.9,47,7,48.3,101.02,Clear
7/9/2012 22:00,17.6,9.0,57,4,25.0,101.04,Clear
7/10/2012 0:00,18.2,11.2,64,7,25.0,101.04,Clear
7/10/2012 1:00,18.7,9.4,55,13,25.0,101.04,Clear
7/10/2012 2:00,17.0,9.8,63,7,25.0,101.06,Clear
7/10/2012 3:00,16.6,11.0,69,9,25.0,101.06,Clear
7/10/2012 4:00,16.4,12.4,77,11,24.1,101.11,Clear
7/10/2012 20:00,21.5,9.5,46,11,48.3,101.26,Clear
7/10/2012 22:00,20.2,6.6,41,7,25.0,101.37,Clear
7/10/2012 23:00,17.7,7.8,52,9,25.0,101.43,Clear
7/11/2012 0:00,18.5,6.5,45,7,25.0,101.45,Clear
7/11/2012 1:00,15.5,8.2,62,0,25.0,101.5,Clear
7/11/2012 2:00,14.9,8.0,63,4,25.0,101.52,Clear
7/11/2012 3:00,15.1,6.0,54,4,25.0,101.55,Clear
7/11/2012 4:00,13.5,8.6,72,4,24.1,101.6,Clear
7/11/2012 5:00,13.1,8.7,75,4,48.3,101.66,Clear
7/11/2012 6:00,15.4,9.9,70,6,48.3,101.71,Clear
7/11/2012 7:00,18.2,9.6,57,4,48.3,101.73,Clear
7/11/2012 8:00,20.4,8.9,48,4,48.3,101.75,Clear
7/11/2012 9:00,22.5,9.5,44,9,48.3,101.73,Clear
7/11/2012 23:00,22.8,11.8,50,17,25.0,101.5,Clear
7/12/2012 0:00,21.8,12.8,57,11,25.0,101.5,Clear
7/12/2012 1:00,18.5,13.3,72,6,25.0,101.5,Clear
7/12/2012 2:00,20.6,12.9,61,6,25.0,101.49,Clear
7/12/2012 3:00,20.6,12.5,60,11,25.0,101.5,Clear
7/13/2012 4:00,20.8,14.6,68,13,24.1,101.49,Clear
7/13/2012 15:00,31.9,12.3,30,22,48.3,101.46,Clear
7/13/2012 16:00,31.6,11.8,30,22,48.3,101.4,Clear
7/13/2012 18:00,30.9,14.5,37,13,48.3,101.33,Clear
7/13/2012 22:00,26.6,16.4,54,9,25.0,101.37,Clear
7/13/2012 23:00,26.0,16.2,55,7,25.0,101.38,Clear
7/14/2012 0:00,25.2,16.6,59,11,25.0,101.38,Clear
7/14/2012 1:00,25.0,15.4,55,15,25.0,101.37,Clear
7/14/2012 2:00,24.2,15.6,59,11,25.0,101.34,Clear
7/14/2012 3:00,23.3,15.3,61,13,25.0,101.35,Clear
7/14/2012 4:00,23.1,15.4,62,15,24.1,101.4,Clear
7/14/2012 21:00,28.3,18.8,56,9,25.0,101.28,Clear
7/14/2012 22:00,27.8,18.3,56,11,25.0,101.29,Clear
7/14/2012 23:00,26.0,19.2,66,9,25.0,101.31,Clear
7/15/2012 0:00,25.5,18.9,67,7,25.0,101.32,Clear
7/15/2012 1:00,25.2,18.7,67,9,25.0,101.29,Clear
7/15/2012 3:00,24.1,18.6,71,11,25.0,101.26,Clear
7/18/2012 3:00,19.3,17.2,88,9,25.0,100.33,Clear
7/18/2012 21:00,19.4,9.9,54,11,25.0,101.06,Clear
7/18/2012 22:00,17.5,10.3,63,11,25.0,101.06,Clear
7/18/2012 23:00,15.7,10.7,72,7,25.0,101.09,Clear
7/19/2012 0:00,14.4,10.9,79,4,25.0,101.14,Clear
7/19/2012 1:00,14.2,11.1,82,7,25.0,101.11,Clear
7/19/2012 2:00,14.6,10.6,77,6,25.0,101.11,Clear
7/19/2012 3:00,13.8,10.5,80,7,25.0,101.09,Clear
7/19/2012 7:00,16.7,9.7,63,11,48.3,101.27,Clear
7/20/2012 0:00,17.2,9.3,60,11,25.0,101.45,Clear
7/20/2012 1:00,16.0,9.5,65,15,25.0,101.48,Clear
7/20/2012 2:00,14.6,9.8,73,11,25.0,101.46,Clear
7/20/2012 3:00,14.2,9.8,75,11,25.0,101.44,Clear
7/20/2012 4:00,14.4,9.3,71,11,48.3,101.49,Clear
7/20/2012 5:00,14.5,9.3,71,13,48.3,101.51,Clear
